    -1 :       Date     Time   Level Gridsize    Miss :     Minimum        Mean     Maximum : Parameter name
   186 : 1997-09-16 00:00:00       0        1       0 :                  8.0000             : stn           
   187 : 1997-10-16 00:00:00       0        1       0 :                  10.900             : pre           
   188 : 1997-10-16 00:00:00       0        1       0 :                  8.0000             : stn           
   189 : 1997-11-16 00:00:00       0        1       0 :                  36.400             : pre           
   190 : 1997-11-16 00:00:00       0        1       0 :                  8.0000             : stn           
   191 : 1997-12-16 00:00:00       0        1       0 :                  34.200             : pre           
   192 : 1997-12-16 00:00:00       0        1       0 :                  8.0000             : stn           
   193 : 1998-01-16 00:00:00       0        1       0 :                  85.300             : pre           
   194 : 1998-01-16 00:00:00       0        1       0 :                  8.0000             : stn           
   195 : 1998-02-15 00:00:00       0        1       0 :                  11.500             : pre           
   196 : 1998-02-15 00:00:00       0        1       0 :                  8.0000             : stn           
   197 : 1998-03-16 00:00:00       0        1       0 :                  22.800             : pre           
   198 : 1998-03-16 00:00:00       0        1       0 :                  8.0000             : stn           
   199 : 1998-04-16 00:00:00       0        1       0 :                  10.600             : pre           
   200 : 1998-04-16 00:00:00       0        1       0 :                  8.0000             : stn           
   201 : 1998-05-16 00:00:00       0        1       0 :                 0.20000             : pre           
   202 : 1998-05-16 00:00:00       0        1       0 :                  8.0000             : stn           
   203 : 1998-06-16 00:00:00       0        1       0 :                 0.10000             : pre           
   204 : 1998-06-16 00:00:00       0        1       0 :                  8.0000             : stn           
   205 : 1998-07-16 00:00:00       0        1       0 :                  0.0000             : pre           
   206 : 1998-07-16 00:00:00       0        1       0 :                  8.0000             : stn           
   207 : 1998-08-16 00:00:00       0        1       0 :                 0.30000             : pre           
   208 : 1998-08-16 00:00:00       0        1       0 :                  8.0000             : stn           
   209 : 1998-09-16 00:00:00       0        1       0 :                  3.4000             : pre           
   210 : 1998-09-16 00:00:00       0        1       0 :                  8.0000             : stn           
   211 : 1998-10-16 00:00:00       0        1       0 :                  15.000             : pre           
   212 : 1998-10-16 00:00:00       0        1       0 :                  8.0000             : stn           
   213 : 1998-11-16 00:00:00       0        1       0 :                  69.600             : pre           
   214 : 1998-11-16 00:00:00       0        1       0 :                  8.0000             : stn           
   215 : 1998-12-16 00:00:00       0        1       0 :                  74.100             : pre           
   216 : 1998-12-16 00:00:00       0        1       0 :                  8.0000             : stn           
   217 : 1999-01-16 00:00:00       0        1       0 :                  69.600             : pre           
   218 : 1999-01-16 00:00:00       0        1       0 :                  8.0000             : stn           
   219 : 1999-02-15 00:00:00       0        1       0 :                  37.100             : pre           
   220 : 1999-02-15 00:00:00       0        1       0 :                  8.0000             : stn           
   221 : 1999-03-16 00:00:00       0        1       0 :                  33.800             : pre           
   222 : 1999-03-16 00:00:00       0        1       0 :                  8.0000             : stn           
   223 : 1999-04-16 00:00:00       0        1       0 :                  7.8000             : pre           
   224 : 1999-04-16 00:00:00       0        1       0 :                  8.0000             : stn           
   225 : 1999-05-16 00:00:00       0        1       0 :                  4.0000             : pre           
   226 : 1999-05-16 00:00:00       0        1       0 :                  8.0000             : stn           
   227 : 1999-06-16 00:00:00       0        1       0 :                  3.0000             : pre           
   228 : 1999-06-16 00:00:00       0        1       0 :                  8.0000             : stn           
   229 : 1999-07-16 00:00:00       0        1       0 :                 0.30000             : pre           
   230 : 1999-07-16 00:00:00       0        1       0 :                  8.0000             : stn           
   231 : 1999-08-16 00:00:00       0        1       0 :                  1.5000             : pre           
   232 : 1999-08-16 00:00:00       0        1       0 :                  8.0000             : stn           
   233 : 1999-09-16 00:00:00       0        1       0 :                  3.1000             : pre           
   234 : 1999-09-16 00:00:00       0        1       0 :                  8.0000             : stn           
   235 : 1999-10-16 00:00:00       0        1       0 :                  22.200             : pre           
   236 : 1999-10-16 00:00:00       0        1       0 :                  8.0000             : stn           
   237 : 1999-11-16 00:00:00       0        1       0 :                  73.900             : pre           
   238 : 1999-11-16 00:00:00       0        1       0 :                  8.0000             : stn           
   239 : 1999-12-16 00:00:00       0        1       0 :                  42.700             : pre           
   240 : 1999-12-16 00:00:00       0        1       0 :                  8.0000             : stn           
   241 : 2000-01-16 00:00:00       0        1       0 :                  121.50             : pre           
   242 : 2000-01-16 00:00:00       0        1       0 :                  8.0000             : stn           
   243 : 2000-02-15 00:00:00       0        1       0 :                  98.300             : pre           
   244 : 2000-02-15 00:00:00       0        1       0 :                  8.0000             : stn           
   245 : 2000-03-16 00:00:00       0        1       0 :                  65.800             : pre           
   246 : 2000-03-16 00:00:00       0        1       0 :                  8.0000             : stn           
   247 : 2000-04-16 00:00:00       0        1       0 :                  30.400             : pre           
   248 : 2000-04-16 00:00:00       0        1       0 :                  8.0000             : stn           
   249 : 2000-05-16 00:00:00       0        1       0 :                  6.7000             : pre           
   250 : 2000-05-16 00:00:00       0        1       0 :                  8.0000             : stn           
   251 : 2000-06-16 00:00:00       0        1       0 :                  15.800             : pre           
   252 : 2000-06-16 00:00:00       0        1       0 :                  8.0000             : stn           
   253 : 2000-07-16 00:00:00       0        1       0 :                 0.20000             : pre           
   254 : 2000-07-16 00:00:00       0        1       0 :                  8.0000             : stn           
   255 : 2000-08-16 00:00:00       0        1       0 :                  1.0000             : pre           
   256 : 2000-08-16 00:00:00       0        1       0 :                  8.0000             : stn           
   257 : 2000-09-16 00:00:00       0        1       0 :                  1.9000             : pre           
   258 : 2000-09-16 00:00:00       0        1       0 :                  8.0000             : stn           
   259 : 2000-10-16 00:00:00       0        1       0 :                  8.5000             : pre           
   260 : 2000-10-16 00:00:00       0        1       0 :                  8.0000             : stn           
   261 : 2000-11-16 00:00:00       0        1       0 :                  53.100             : pre           
   262 : 2000-11-16 00:00:00       0        1       0 :                  8.0000             : stn           
   263 : 2000-12-16 00:00:00       0        1       0 :                  36.900             : pre           
   264 : 2000-12-16 00:00:00       0        1       0 :                  8.0000             : stn           
   265 : 2001-01-16 00:00:00       0        1       0 :                  21.600             : pre           
   266 : 2001-01-16 00:00:00       0        1       0 :                  8.0000             : stn           
   267 : 2001-02-15 00:00:00       0        1       0 :                  101.20             : pre           
